year,month,COVIDDeaths,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMean,ratioLow,ratioMed,ratioUp,probPositiveNCExcess
2021,1,96235,372916,0,274999.281,262330.7,275058,288141.44999999995,97916.719,84774.55,97858,110585.29999999999,1,0.3572005061318301,0.2942115920301836,0.35577223712816936,0.4215492145781705,1.0174751285914687,0.8809118304151298,1.0168649659687223,1.1491172650283161,0.59
2021,2,42761,282015,0,242236.242,230390.05000000002,242247,253922.15,39778.758,28092.85,39768,51624.95,1,0.1652559393436735,0.11063568973142054,0.16416302369069585,0.22407630183644578,0.9302578985524192,0.6569736442085078,0.9300063141647763,1.2072905217370968,0.338
2021,3,19593,270527,0,259379.834,247247.94999999998,259373.5,271611.89999999997,11147.166,-1084.8999999999994,11153.5,23279.05,0.932,0.04384490911198553,-0.003994281857414113,0.04300169772727198,0.09415265264445638,0.5689361506660542,-0.05537181646506402,0.5692594293880467,1.1881309651406113,0.127
2021,4,15967,256523,0,240420.89,228823.2,240337,252511.85,16102.11,4011.15,16186,27699.8,0.982,0.0678683592447441,0.01588499729903372,0.0673471001875041,0.12105328506715299,1.0084618275192585,0.2512150059497714,1.0137157888144297,1.7348155570864907,0.518
2021,5,12690,257798,0,238173.431,226380.2,238104.5,250131.9,19624.569,7666.1,19693.5,31417.8,0.994,0.08336937617992257,0.030648234753047468,0.08270948260590119,0.1387833390957936,1.5464593380614657,0.6041055949566587,1.5518912529550826,2.4757919621749407,0.836
2021,6,6528,244671,0,226587.839,216006.55,226592.5,237484.34999999998,18083.161,7186.6500000000005,18078.5,28664.449999999997,0.998,0.08071690889088344,0.030261573068275704,0.07978419498145117,0.13270176574815856,2.7700920649509806,1.1008961397058823,2.7693780637254903,4.391000306372549,0.961
2021,7,9698,257328,0,231498.304,220694.15000000002,231432,242599.85,25829.696,14728.15,25896,36633.85,0.999,0.11253935630750034,0.06070966862597421,0.11189464027946593,0.16599375231528135,2.663404413281089,1.5186791090946588,2.670241286863271,3.777464425654774,0.991
2021,8,45352,303261,0,230290.314,219007.5,230354.5,242535.45,72970.686,60725.55,72906.5,84253.5,1,0.3181160238103091,0.25037803760165744,0.31649696967759655,0.3847060044533921,1.6089849620744399,1.3389828452989945,1.6075696771917447,1.8577681248897513,0.999
2021,9,59084,311830,0,226035.927,214977.59999999998,225859.5,237641.05,85794.073,74188.95,85970.5,96852.4,1,0.38082926537461925,0.312189118842314,0.3806370924216227,0.4505232417417061,1.4520694773542753,1.2556521224020039,1.4550555141831967,1.6392322794665222,1
2021,10,38681,299591,0,240482.039,229048.45,240410,252195.05,59108.961,47395.95,59181,70542.54999999999,1,0.24690282042850994,0.18793370487907365,0.2461669648547649,0.3079809367337494,1.5281135699697526,1.225303120395026,1.5299759571882836,1.8237002662806028,0.997
2021,11,28950,288483,0,239610.196,227877.5,239580,251474.49999999997,48872.804,37008.5,48903,60605.5,1,0.20503842258961852,0.14716612026479456,0.20411970951258854,0.2659564898964984,1.6881797582037996,1.2783592400690846,1.6892227979274612,2.093454231433506,0.994
2021,12,41354,319288,0,260104.661,247466.9,260154,272777.95,59183.339,46510.05,59134,71821.09999999999,1,0.22863895582142274,0.1705051675678927,0.22730382789600945,0.2902251679384049,1.4311394061034,1.124680804758911,1.4299463171639988,1.7367388886202058,0.99
2022,1,72495,369028,0,277204.721,262536.3,277172,291143.60000000003,91823.279,77884.4,91856,106491.7,1,0.33253936438530635,0.26751197700989227,0.33140432662467395,0.40562657961199833,1.2666153389888959,1.0743416787364646,1.2670666942547761,1.468952341540796,0.988
