stateFIPS,state,census_region,census_division,COVIDDeaths,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMean,ratioLow,ratioMed,ratioUp,probPositiveNCExcess
35,New Mexico,West,Mountain,7714,61397,0,47924.764,46739.8,47944.5,49100.200000000004,13472.236,12296.800000000001,13452.5,14657.2,1,0.2815812779291704,0.2504429719057739,0.2805848441447278,0.3135914148138826,1.7464656468758102,1.594088669950739,1.7439071817474723,1.900077780658543,1
36,New York,Northeast,Middle Atlantic,66358,472390,0,394188.563,385279.10000000003,394102.5,403479.8,78201.437,68910.2,78287.5,87110.9,1,0.19877987023263172,0.17078971705256862,0.19864756081304008,0.22609817205471983,1.1784779077127099,1.038461074776214,1.1797748575906448,1.3127414931131138,0.957
37,North Carolina,South,South Atlantic,26767,284176,0,242350.128,236805.4,242380.5,247994.80000000002,41825.872,36181.2,41795.5,47370.6,1,0.17297775671414975,0.14589499588702265,0.17243755230443303,0.20004020185527624,1.5625909515448126,1.3517091941569843,1.5614562707811859,1.769738857548474,1
38,North Dakota,North Central,West North Central,2093,18726,0,16298.843,15892,16293,16713.100000000002,2427.157,2012.9,2433,2834,1,0.14938887471962023,0.12043845881573552,0.14932793657038054,0.1783287188522527,1.1596545628284758,0.961729574773053,1.162446249402771,1.3540372670807452,0.849
39,Ohio,North Central,East North Central,39773,362106,0,311704.037,304699,311868,318922,50401.963,43184,50238,57407,1,0.16208282738814095,0.13540615037015144,0.16108738546343254,0.18840560868823517,1.2672406657782918,1.0857616976340734,1.2631181957609434,1.4433661026324391,0.972
40,Oklahoma,South,West South Central,15085,123863,0,103217.5,100860.6,103217,105736.59999999999,20645.5,18126.4,20646,23002.399999999998,1,0.200429233525549,0.17142976070626,0.20002518964899194,0.2280613045880527,1.3686112031819688,1.2016175008286376,1.3686443486907525,1.5248525024859134,0.998
41,Oregon,West,Pacific,6693,108187,0,95596.408,93365.9,95561.5,97852.2,12590.592,10334.8,12625.5,14821.1,1,0.1320820310857428,0.10561642971816185,0.13211910682289205,0.15874212184204456,1.8811582250112058,1.5441207231435827,1.8863738233975795,2.2144180487076053,1
42,Pennsylvania,Northeast,Middle Atlantic,42027,385424,0,342996.285,335077.30000000005,343056.5,350998.1,42427.715,34425.9,42367.5,50346.7,1,0.12406978720036918,0.09808002797801343,0.12350006497506502,0.1502539862149388,1.0095347038808384,0.8191376971946606,1.0081019344706974,1.1979608347015014,0.522
44,Rhode Island,Northeast,New England,3024,28455,0,26201.294,25535.800000000003,26186.5,26881.300000000003,2253.706,1573.7,2268.5,2919.2,1,0.08644586715542119,0.05854255679203221,0.08662860673911897,0.1143179385690081,0.7452731481481482,0.5204034391534391,0.750165343915344,0.9653439153439154,0.071
45,South Carolina,South,South Atlantic,17397,158050,0,130233.525,127293.4,130232,133252.5,27816.475,24797.5,27818,30756.6,1,0.21399604682161097,0.18609407088220542,0.21360341544320904,0.241619754296799,1.5989236649997125,1.4253894349600507,1.5990113237914583,1.76792550439731,1
46,South Dakota,North Central,West North Central,2607,23592,0,20657.281,20136.300000000003,20660.5,21204.6,2934.719,2387.4,2931.5,3455.7,1,0.1425305880336616,0.11258878592200719,0.14188911274254243,0.17161545351747387,1.1257073264288455,0.915765247410817,1.1244725738396624,1.3255466052934408,0.794
47,Tennessee,South,East South Central,23381,219653,0,183125.515,178849.1,183101,187346.3,36527.485,32306.699999999997,36552,40803.9,1,0.19988261625296858,0.17244376116996268,0.19962752801214478,0.22814708069574882,1.5622721440485865,1.3817501390017535,1.5633206449681367,1.7451734314186733,1
48,Texas,South,West South Central,88259,645247,0,523104.915,511167.5,522992,534897.5,122142.085,110349.5,122255,134079.5,1,0.23390068898214278,0.20630027840993975,0.2337607470170004,0.26230051794285886,1.3839051541485854,1.250291754948504,1.3851845137606362,1.5191595191425238,1
49,Utah,West,Mountain,4411,55424,0,49554.212,48362,49562,50744.1,5869.788,4679.9000000000005,5862,7062,1,0.11885054209376612,0.09222550472582539,0.1182761150130004,0.14602373764525867,1.3307159374291544,1.0609612332804352,1.3289503513942416,1.600997506234414,0.941
50,Vermont,Northeast,New England,569,16894,0,15526.122,15130.599999999999,15532.5,15934.400000000001,1367.878,959.6,1361.5,1763.4,1,0.08856474008316578,0.06022191584205036,0.08765491823635055,0.1165452861278223,2.4040035149384886,1.6864674868189808,2.3927943760984185,3.0991212653778564,0.994
51,Virginia,South,South Atlantic,18857,209378,0,176155.05,172093.09999999998,176202,180353.80000000002,33222.95,29024.199999999997,33176,37284.9,1,0.1889993748226844,0.16092924039901318,0.18828390158440592,0.216655403682894,1.7618364533064645,1.5391737816195576,1.7593466617171343,1.9772445245797317,1
53,Washington,West,Pacific,11132,167506,0,150127.546,146639.6,150153.5,153519,17378.454,13987,17352.5,20866.4,1,0.11613247605519192,0.09110924422359826,0.11556507185457796,0.14229716946321183,1.5611259432267337,1.2564678404599354,1.558794466403162,1.8744520301832555,0.987
54,West Virginia,South,South Atlantic,6660,69834,0,57449.593,56087.9,57446.5,58820.1,12384.407,11013.9,12387.5,13746.099999999999,1,0.21599774809274314,0.18724721654360615,0.21563541739340591,0.2450813812247903,1.8595205705705706,1.6537387387387388,1.859984984984985,2.0639789789789793,1
55,Wisconsin,North Central,East North Central,13011,154154,0,136077.225,132952.80000000002,136006,139313.5,18076.775,14840.5,18148,21201.2,1,0.13322193560518025,0.10652592905835093,0.13343528986467407,0.1594641114217274,1.3893455537622013,1.140611790023826,1.3948197678887095,1.6294827453693026,0.981
56,Wyoming,West,Mountain,1728,15615,0,12442.709,12101.9,12442.5,12777.1,3172.291,2837.9,3172.5,3513.1000000000004,1,0.2555163440616887,0.22210830380976992,0.2549728934650625,0.2902932605290368,1.8358165509259259,1.642303240740741,1.8359375,2.0330439814814816,1
00,United States,United States,United States,924859,8531662,1,7243584.397,7077834,7242646.5,7409390.7,1288077.603,1122271.3,1289015.5,1453828,1,0.17820724410355587,0.1514660713332651,0.1779757593605412,0.2054057792181192,1.3927286245795305,1.2134512395943597,1.393742721863549,1.5719455614315263,0.997
