"Notes"	"Residence 2013 Urbanization"	"Residence 2013 Urbanization Code"	"Residence Census Division"	"Residence Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1043	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Nov., 2021"	"2021/11"	381	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Dec., 2021"	"2021/12"	537	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2260	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1161	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	303	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	84	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	135	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	279	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	348	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	331	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	210	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	164	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	110	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 5: South Atlantic"	"CENS-D5"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	229	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Mar., 2020"	"2020/03"	30	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Apr., 2020"	"2020/04"	202	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"May, 2020"	"2020/05"	237	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Jun., 2020"	"2020/06"	173	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Jul., 2020"	"2020/07"	297	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Aug., 2020"	"2020/08"	284	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Sep., 2020"	"2020/09"	205	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Oct., 2020"	"2020/10"	242	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Nov., 2020"	"2020/11"	415	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Dec., 2020"	"2020/12"	909	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1010	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Feb., 2021"	"2021/02"	435	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Mar., 2021"	"2021/03"	221	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Apr., 2021"	"2021/04"	150	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"May, 2021"	"2021/05"	139	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jun., 2021"	"2021/06"	55	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jul., 2021"	"2021/07"	94	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Aug., 2021"	"2021/08"	533	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Sep., 2021"	"2021/09"	765	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Oct., 2021"	"2021/10"	363	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Nov., 2021"	"2021/11"	158	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Dec., 2021"	"2021/12"	203	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	727	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	428	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	92	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	42	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	41	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	65	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	80	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	81	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	65	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	49	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	54	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	75	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Mar., 2020"	"2020/03"	219	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Apr., 2020"	"2020/04"	727	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"May, 2020"	"2020/05"	533	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jun., 2020"	"2020/06"	730	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2746	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1673	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Sep., 2020"	"2020/09"	671	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Oct., 2020"	"2020/10"	737	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1337	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2706	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jan., 2021"	"2021/01"	4404	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Feb., 2021"	"2021/02"	2441	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1121	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Apr., 2021"	"2021/04"	581	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"May, 2021"	"2021/05"	425	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jun., 2021"	"2021/06"	267	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jul., 2021"	"2021/07"	490	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Aug., 2021"	"2021/08"	2818	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3290	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1704	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Nov., 2021"	"2021/11"	628	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Dec., 2021"	"2021/12"	687	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2353	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1497	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	404	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	97	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	92	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	147	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	315	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	314	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	199	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	127	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	135	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	278	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Mar., 2020"	"2020/03"	72	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Apr., 2020"	"2020/04"	536	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"May, 2020"	"2020/05"	468	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jun., 2020"	"2020/06"	507	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1609	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Aug., 2020"	"2020/08"	970	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Sep., 2020"	"2020/09"	339	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Oct., 2020"	"2020/10"	322	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Nov., 2020"	"2020/11"	897	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2334	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2963	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1310	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Mar., 2021"	"2021/03"	423	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Apr., 2021"	"2021/04"	246	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"May, 2021"	"2021/05"	243	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jun., 2021"	"2021/06"	199	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jul., 2021"	"2021/07"	508	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1072	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1187	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Oct., 2021"	"2021/10"	954	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1156	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1436	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1888	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1113	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	312	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	77	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	105	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	169	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	216	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	131	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	86	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	89	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	180	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	306	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Mar., 2020"	"2020/03"	368	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Apr., 2020"	"2020/04"	1917	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"May, 2020"	"2020/05"	1813	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1411	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2278	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Aug., 2020"	"2020/08"	2073	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1195	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Oct., 2020"	"2020/10"	903	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1625	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Dec., 2020"	"2020/12"	8475	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jan., 2021"	"2021/01"	13433	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Feb., 2021"	"2021/02"	5125	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1344	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Apr., 2021"	"2021/04"	518	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"May, 2021"	"2021/05"	363	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jun., 2021"	"2021/06"	237	Not Applicable	Not Applicable
	"Large Central Metro"	"1"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jul., 2021"	"2021/07"	407	Not Applicable	Not Applicable
