year,month,COVIDDeathsUCD,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMeanUCD,ratioLowUCD,ratioMedUCD,ratioUpUCD,probPositiveNCExcessUCD,COVIDDeathsMCD,ratioMeanMCD,ratioLowMCD,ratioMedMCD,ratioUpMCD,probPositiveNCExcessMCD
2021,1,96235,372916,0,274999.281,262330.7,275058,288141.44999999995,97916.719,84774.55,97858,110585.3,1,0.3572005061318301,0.2942115920301836,0.35577223712816936,0.4215492145781705,1.0174751285914687,0.8809118304151298,1.0168649659687223,1.149117265028316,0.59,105339,0.9295390975801936,0.8047783821756425,0.928981668707696,1.0498039662423224,0.188
2021,2,42761,282015,0,242236.242,230390.05,242247,253922.15,39778.758,28092.85,39768,51624.95,1,0.1652559393436735,0.11063568973142054,0.16416302369069585,0.22407630183644575,0.9302578985524192,0.6569736442085078,0.9300063141647764,1.2072905217370968,0.338,48458,0.820891452391762,0.5797360600932767,0.8206694457055594,1.0653545338231043,0.12
2021,3,19593,270527,0,259379.834,247247.95,259373.5,271611.89999999997,11147.166,-1084.8999999999994,11153.5,23279.05,0.932,0.04384490911198553,-0.00399428185741411,0.04300169772727198,0.09415265264445638,0.5689361506660542,-0.05537181646506402,0.5692594293880467,1.1881309651406111,0.127,23218,0.48010879490050823,-0.04672667757774138,0.4803816004823843,1.0026294254457748,0.052
2021,4,15967,256523,0,240420.89,228823.2,240337,252511.85,16102.11,4011.15,16186,27699.8,0.982,0.0678683592447441,0.01588499729903372,0.0673471001875041,0.121053285067153,1.0084618275192585,0.2512150059497714,1.0137157888144297,1.7348155570864907,0.518,18747,0.8589166266602657,0.2139622339574332,0.8633914759694885,1.4775590761188455,0.353
2021,5,12690,257798,0,238173.431,226380.2,238104.5,250131.9,19624.569,7666.1,19693.5,31417.8,0.994,0.08336937617992257,0.03064823475304746,0.08270948260590119,0.1387833390957936,1.5464593380614655,0.6041055949566587,1.5518912529550826,2.4757919621749407,0.836,14933,1.3141745797897275,0.5133663697850398,1.3187905980044197,2.103917498158441,0.74
2021,6,6528,244671,0,226587.839,216006.55,226592.5,237484.35,18083.161,7186.6500000000005,18078.5,28664.449999999997,0.998,0.08071690889088344,0.0302615730682757,0.07978419498145117,0.13270176574815856,2.7700920649509806,1.1008961397058823,2.7693780637254903,4.391000306372549,0.961,7986,2.2643577510643627,0.8999060856498873,2.2637741046831956,3.589337590783871,0.934
2021,7,9698,257328,0,231498.304,220694.15,231432,242599.85,25829.696,14728.15,25896,36633.85,0.999,0.11253935630750034,0.06070966862597421,0.11189464027946593,0.16599375231528135,2.663404413281089,1.5186791090946588,2.670241286863271,3.777464425654774,0.991,11178,2.3107618536410808,1.3176015387368043,2.3166935050993023,3.2773170513508676,0.98
2021,8,45352,303261,0,230290.314,219007.5,230354.5,242535.45,72970.686,60725.55,72906.5,84253.5,1,0.3181160238103091,0.25037803760165744,0.31649696967759655,0.3847060044533921,1.60898496207444,1.3389828452989945,1.6075696771917447,1.8577681248897513,0.999,48693,1.4985867783870372,1.247110467623683,1.4972686012363172,1.7303000431273488,0.999
2021,9,59084,311830,0,226035.927,214977.6,225859.5,237641.05,85794.073,74188.95,85970.5,96852.4,1,0.38082926537461925,0.312189118842314,0.3806370924216227,0.4505232417417061,1.4520694773542753,1.255652122402004,1.455055514183197,1.6392322794665222,1,63301,1.355335192177059,1.1720028119618966,1.3581223045449518,1.53002954139745,0.998
2021,10,38681,299591,0,240482.039,229048.45,240410,252195.05,59108.961,47395.95,59181,70542.54999999999,1,0.24690282042850992,0.18793370487907363,0.2461669648547649,0.3079809367337494,1.5281135699697526,1.225303120395026,1.5299759571882836,1.8237002662806028,0.997,42519,1.3901775911945249,1.1147004868411767,1.391871869046779,1.6590829981890447,0.989
2021,11,28950,288483,0,239610.196,227877.5,239580,251474.49999999997,48872.804,37008.5,48903,60605.5,1,0.20503842258961852,0.14716612026479456,0.20411970951258857,0.2659564898964984,1.6881797582037996,1.2783592400690846,1.6892227979274612,2.093454231433506,0.994,32266,1.5146843116593318,1.1469813425897228,1.5156201574412695,1.878308436124713,0.986
2021,12,41354,319288,0,260104.661,247466.9,260154,272777.95,59183.339,46510.05,59134,71821.09999999999,1,0.2286389558214227,0.1705051675678927,0.22730382789600945,0.2902251679384049,1.4311394061034,1.124680804758911,1.4299463171639988,1.7367388886202058,0.99,45555,1.2991623092964548,1.0209647678630227,1.29807924486884,1.576579958292174,0.964
2022,1,72495,369028,0,277204.721,262536.3,277172,291143.60000000003,91823.279,77884.4,91856,106491.7,1,0.33253936438530635,0.26751197700989227,0.33140432662467395,0.40562657961199833,1.2666153389888959,1.0743416787364646,1.267066694254776,1.468952341540796,0.988,83686,1.0972358459001506,0.9306741868412876,1.0976268431995797,1.2725151160289654,0.817
2022,2,40926,289340,0,244057.549,231734.05,243765.5,257241.2,45282.451,32098.8,45574.5,57605.94999999999,1,0.1867408294449532,0.12478095361701838,0.18696041933170507,0.24858648312296625,1.1064470263402235,0.7843131505644334,1.1135830523383667,1.4075636514685042,0.714,50064,0.9044912711728988,0.6411553211888782,0.9103247842761266,1.1506461728986894,0.272
2022,3,10981,267733,0,261130.38,247776.95,261085,274230.35,6602.62,-6497.3499999999985,6648,19956.049999999996,0.805,0.02629702766909269,-0.02369296345579751,0.02546297206979782,0.08054039780678945,0.6012767507512977,-0.5916901921500773,0.6054093434113469,1.817325380202167,0.276,15554,0.4244965925163945,-0.4177285585701427,0.4274141699884274,1.2830172302944576,0.136
2022,4,3662,245591,0,241926.673,228867.3,241907.5,254803.6,3664.327,-9212.6,3683.5,16723.699999999993,0.701,0.01618420339885739,-0.03615568820157906,0.01522690186822223,0.07307162397151964,1.0006354451119608,-2.5157291097760788,1.0058711086837793,4.566821409066082,0.501,6239,0.5873260137842603,-1.476614842122135,0.5903991024202597,2.6805096970668365,0.356
2022,5,4825,254237,0,240162.872,227762.3,240064,252926.25,14074.128,1310.75,14173,26474.699999999997,0.967,0.05965247569292472,0.00518234072074089,0.05903843367191514,0.11623828995906745,2.916917720207254,0.2716580310880829,2.9374093264248704,5.486984455958549,0.897,7598,1.852346406949197,0.17251250329033957,1.8653593050802844,3.4844301131876803,0.801
2022,6,6238,247855,0,228431.731,217409.15,228275.5,240350.95,19423.269,7504.05,19579.5,30445.85,0.999,0.08605772637666312,0.03122122175897901,0.0857713711139663,0.140039417887637,3.113701346585444,1.2029576787431868,3.1387463930747037,4.880706957358127,0.969,9471,2.0508150142540384,0.7923186569528033,2.067310738042446,3.2146394256150352,0.909
2022,7,8923,259860,0,233559.343,221448.4,233524.5,245508.5,26300.657,14351.5,26335.5,38411.6,1,0.11371260718556392,0.0584562312841243,0.1127740362576636,0.1734562354884252,2.9475128320071726,1.6083716238933097,2.9514176846352127,4.304785386080914,0.985,13287,1.97942778655829,1.0801159027620983,1.982050124181531,2.890915932866711,0.963
2022,8,9338,258594,0,232067.425,220781.2,231745,244403.45,26526.575,14190.55,26849,37812.79999999999,1,0.11537303845755732,0.05806198796670304,0.11585579109866878,0.17126825910598764,2.8407126793745983,1.5196562433069178,2.8752409509530947,4.049346755193831,0.989,13976,1.8980090870062964,1.0153513165426444,1.921078992558672,2.705552375500858,0.953
