FIPSCode,deathsTotal,deathsTotalMonthly,deathsDiffAbs,deathsDiffPct
39119,5094,5094,0,0
39121,706,553,55,0.6875
39123,2549,2549,0,0
39125,1037,1003,17,0.09189189189189184
39127,1841,1841,0,0
39129,3060,3060,0,0
39131,1880,1880,0,0
39133,7613,7613,0,0
39135,2427,2427,0,0
39137,1579,1579,0,0
39139,7381,7381,0,0
39141,4418,4418,0,0
39143,3458,3458,0,0
39145,5279,5279,0,0
39147,3099,3099,0,0
39149,2381,2381,0,0
39151,22011,22011,0,0
39153,29712,29712,0,0
39155,13138,13138,0,0
39157,5480,5480,0,0
39159,1993,1993,0,0
39161,1633,1633,0,0
39163,754,678,40,0.43956043956043955
39165,8912,8912,0,0
39167,3841,3841,0,0
39169,5869,5869,0,0
39171,2153,2153,0,0
39173,5874,5874,0,0
39175,1297,1297,0,0
40001,1272,1264,8,0.034782608695652195
40003,302,20,63,Inf
40005,848,823,7,0.043209876543209846
40007,280,0,64,Inf
40009,1199,1199,0,0
40011,667,468,55,0.7432432432432432
40013,2609,2609,0,0
40015,1890,1890,0,0
40017,5205,5205,0,0
40019,2950,2950,0,0
40021,2482,2482,0,0
40023,1076,1076,0,0
40025,142,0,40,Inf
40027,10104,10104,0,0
40029,448,121,87,Inf
40031,5250,5250,0,0
40033,388,35,80,Inf
40035,1023,1007,9,0.05084745762711873
40037,4335,4335,0,0
40039,1550,1550,0,0
40041,2792,2792,0,0
40043,343,23,71,Inf
40045,275,22,65,Inf
40047,3530,3530,0,0
40049,1793,1793,0,0
40051,2798,2798,0,0
40053,313,20,71,Inf
40055,356,70,69,5.75
40057,156,0,43,Inf
40059,203,0,47,Inf
40061,855,817,27,0.2109375
40063,966,950,16,0.09815950920245409
40065,1299,1299,0,0
40067,437,153,80,Inf
40069,710,618,33,0.3402061855670102
40071,2981,2981,0,0
40073,795,742,23,0.19827586206896552
40075,701,584,36,0.3999999999999999
40077,758,667,29,0.3052631578947369
40079,3195,3195,0,0
40081,1986,1986,0,0
40083,1917,1917,0,0
40085,586,369,58,1.1153846153846154
40087,1887,1887,0,0
40089,2107,2107,0,0
40091,1510,1510,0,0
40093,522,257,58,1.4411764705882355
40095,1010,994,9,0.045454545454545414
40097,2500,2500,0,0
40099,966,959,7,0.03664921465968596
40101,4649,4649,0,0
40103,726,595,42,0.4285714285714286
40105,693,530,46,0.5227272727272727
40107,929,896,9,0.054878048780487854
40109,36451,36451,0,0
40111,2607,2607,0,0
40113,2329,2329,0,0
40115,2227,2227,0,0
40117,1063,1055,8,0.041450777202072464
40119,2978,2978,0,0
40121,3066,3066,0,0
40123,2204,2204,0,0
40125,4316,4316,0,0
40127,800,717,25,0.19999999999999996
40129,186,0,42,Inf
40131,4512,4512,0,0
40133,1741,1741,0,0
40135,2649,2649,0,0
40137,2876,2876,0,0
40139,932,858,24,0.14906832298136652
40141,480,166,76,3
40143,29692,29692,0,0
40145,3158,3158,0,0
40147,3249,3249,0,0
40149,727,614,24,0.21238938053097356
40151,512,252,66,2.3333333333333335
40153,994,969,17,0.11038961038961048
41001,1071,1071,0,0
41003,2924,2924,0,0
41005,17232,17232,0,0
41007,2008,2008,0,0
41009,2335,2335,0,0
41011,4618,4618,0,0
41013,1325,1325,0,0
41015,1947,1947,0,0
41017,7582,7582,0,0
41019,7575,7575,0,0
41021,102,0,25,Inf
41023,470,195,58,1.6470588235294117
41025,436,137,66,Inf
41027,929,898,9,0.049180327868852514
41029,12053,12053,0,0
41031,1045,1045,0,0
41033,6226,6226,0,0
41035,4080,4080,0,0
41037,501,244,67,2.2333333333333334
41039,18296,18296,0,0
41041,3121,3121,0,0
41043,6625,6625,0,0
41045,1533,1533,0,0
41047,14167,14167,0,0
41049,422,83,76,6
41051,29034,29034,0,0
41053,3509,3509,0,0
41055,101,0,22,Inf
41057,1539,1539,0,0
41059,3350,3350,0,0
41061,1431,1431,0,0
41063,445,144,77,6.416666666666667
41065,1633,1633,0,0
41067,17114,17114,0,0
41069,96,0,25,Inf
41071,4789,4789,0,0
42001,5317,5317,0,0
42003,69276,69276,0,0
42005,4360,4360,0,0
42007,11006,11006,0,0
42009,2936,2936,0,0
42011,20088,20088,0,0
42013,8114,8114,0,0
42015,3517,3517,0,0
42017,30667,30667,0,0
42019,10128,10128,0,0
42021,9519,9519,0,0
42023,321,62,65,Inf
42025,4067,4067,0,0
42027,4960,4960,0,0
42029,20134,20134,0,0
42031,2097,2097,0,0
42033,4838,4838,0,0
42035,2094,2094,0,0
42037,3560,3560,0,0
42039,5071,5071,0,0
42041,12035,12035,0,0
42043,12847,12847,0,0
42045,27645,27645,0,0
42047,1946,1946,0,0
42049,14677,14677,0,0
42051,9163,9163,0,0
42053,435,156,71,4.923076923076923
42055,7998,7998,0,0
42057,827,761,32,0.27118644067796605
42059,2287,2287,0,0
42061,2418,2418,0,0
42063,4610,4610,0,0
42065,2791,2791,0,0
42067,1291,1291,0,0
42069,13396,13396,0,0
42071,25595,25595,0,0
42073,5956,5956,0,0
42075,7625,7625,0,0
42077,17094,17094,0,0
42079,20502,20502,0,0
42081,6490,6490,0,0
42083,2644,2644,0,0
42085,7483,7483,0,0
42087,2836,2836,0,0
42089,7556,7556,0,0
42091,38303,38303,0,0
42093,1152,1135,9,0.044334975369458185
42095,15291,15291,0,0
42097,5927,5927,0,0
42099,2317,2317,0,0
42101,71711,71711,0,0
42103,2680,2680,0,0
42105,1072,1054,18,0.09424083769633507
42107,9801,9801,0,0
42109,1804,1804,0,0
42111,4942,4942,0,0
42113,499,212,72,6.545454545454546
42115,2492,2492,0,0
42117,2319,2319,0,0
42119,1876,1876,0,0
42121,3275,3275,0,0
42123,2530,2530,0,0
42125,12973,12973,0,0
42127,3087,3087,0,0
42129,22948,22948,0,0
42131,1655,1655,0,0
42133,21108,21108,0,0
44001,2658,2658,0,0
44003,8864,8864,0,0
44005,4164,4164,0,0
44007,28657,28657,0,0
44009,6051,6051,0,0
45001,1546,1546,0,0
45003,9050,9050,0,0
45005,596,356,73,2.5172413793103448
45007,11238,11238,0,0
45009,977,952,9,0.05142857142857138
45011,1312,1312,0,0
45013,8028,8028,0,0
45015,7627,7627,0,0
45017,884,840,18,0.11538461538461542
45019,16527,16527,0,0
45021,3346,3346,0,0
45023,2137,2137,0,0
45025,2682,2682,0,0
45027,2033,2033,0,0
45029,2694,2694,0,0
45031,4313,4313,0,0
45033,1920,1920,0,0
45035,5953,5953,0,0
45037,1167,1167,0,0
45039,1487,1487,0,0
45041,7768,7768,0,0
45043,3974,3974,0,0
45045,22088,22088,0,0
45047,4028,4028,0,0
45049,1213,1213,0,0
45051,18172,18172,0,0
45053,1260,1260,0,0
45055,3452,3452,0,0
45057,4584,4584,0,0
45059,4324,4324,0,0
45061,1255,1255,0,0
45063,12695,12695,0,0
45065,730,623,33,0.32352941176470584
45067,2144,2144,0,0
45069,1794,1794,0,0
45071,2230,2230,0,0
45073,4643,4643,0,0
45075,5391,5391,0,0
45077,6171,6171,0,0
45079,15433,15433,0,0
45081,1079,1070,9,0.04225352112676051
45083,15830,15830,0,0
45085,5767,5767,0,0
45087,1994,1994,0,0
45089,2130,2130,0,0
45091,10705,10705,0,0
46003,145,0,37,Inf
46005,971,954,9,0.048387096774193505
46007,192,0,45,Inf
46009,401,88,79,7.9
46011,965,956,9,0.04663212435233155
46013,1809,1809,0,0
46015,269,10,64,Inf
46017,120,0,32,Inf
46019,561,355,54,1.227272727272727
46021,78,0,19,Inf
46023,573,334,62,1.3777777777777778
46025,205,0,47,Inf
46027,514,241,69,1.9393939393939394
46029,1233,1233,0,0
46031,254,10,53,Inf
46033,508,263,61,1.90625
46035,1124,1115,9,0.04326923076923084
46037,388,79,71,Inf
46039,242,0,53,Inf
46041,298,10,63,Inf
46043,212,0,45,Inf
46045,209,0,48,Inf
46047,596,404,46,0.605263157894737
46049,162,0,40,Inf
46051,448,167,63,3.1500000000000004
46053,302,32,59,Inf
46055,132,0,30,Inf
46057,321,42,73,Inf
46059,229,0,52,Inf
46061,118,0,34,Inf
46063,NA,0,NA,NA
46065,825,744,29,0.23199999999999998
46067,568,335,64,1.3617021276595747
46069,119,0,29,Inf
46071,167,0,44,Inf
46073,150,0,38,Inf
46075,NA,0,NA,NA
46077,328,32,68,Inf
46079,581,389,65,3.095238095238095
46081,1210,1210,0,0
46083,1346,1346,0,0
46085,188,0,45,Inf
46087,371,43,72,Inf
46089,179,0,41,Inf
46091,217,0,63,Inf
46093,1061,1061,0,0
46095,149,0,38,Inf
46097,169,0,38,Inf
46099,7326,7326,0,0
46101,289,0,68,Inf
46102,758,668,37,0.38144329896907214
46103,4785,4785,0,0
46105,201,0,44,Inf
46107,169,0,40,Inf
46109,568,330,56,0.9824561403508771
46111,133,0,31,Inf
46115,377,55,76,Inf
46117,100,0,24,Inf
46119,NA,0,NA,NA
46121,461,177,72,5.142857142857143
46123,386,61,73,Inf
46125,536,280,66,1.8181818181818183
46127,644,460,54,0.8059701492537314
46129,389,106,70,7
46135,1256,1256,0,0
46137,89,0,20,Inf
47001,4987,4987,0,0
47003,2533,2533,0,0
47005,1307,1307,0,0
47007,749,620,37,0.4065934065934067
47009,7246,7246,0,0
47011,5522,5522,0,0
47013,3054,3054,0,0
47015,907,892,8,0.049689440993788914
47017,2158,2158,0,0
47019,3771,3771,0,0
47021,2174,2174,0,0
47023,954,939,9,0.048387096774193505
47025,2178,2178,0,0
47027,589,382,58,0.8923076923076922
47029,2694,2694,0,0
47031,3442,3442,0,0
47033,981,949,16,0.09411764705882364
47035,4258,4258,0,0
47037,27216,27216,0,0
47039,874,807,33,0.24626865671641784
47041,1259,1259,0,0
47043,2961,2961,0,0
47045,2434,2434,0,0
47047,2139,2139,0,0
47049,1300,1300,0,0
47051,2551,2551,0,0
47053,3434,3434,0,0
47055,1948,1948,0,0
47057,1495,1495,0,0
47059,4830,4830,0,0
47061,1038,1005,17,0.09444444444444455
47063,3883,3883,0,0
47065,18449,18449,0,0
47067,512,243,70,2.9166666666666665
47069,1549,1549,0,0
47071,1974,1974,0,0
47073,3751,3751,0,0
47075,1095,1086,9,0.04499999999999993
47077,1759,1759,0,0
47079,2404,2404,0,0
47081,1473,1473,0,0
47083,600,382,52,0.7647058823529411
47085,1282,1282,0,0
47087,827,761,25,0.20833333333333326
47089,3261,3261,0,0
47091,1278,1278,0,0
47093,22830,22830,0,0
47095,505,261,63,1.9090909090909092
47097,1536,1536,0,0
47099,2822,2822,0,0
47101,803,730,29,0.25217391304347836
47103,2188,2188,0,0
47105,3335,3335,0,0
47107,3465,3465,0,0
47109,1939,1939,0,0
47111,1364,1364,0,0
47113,5279,5279,0,0
47115,1875,1875,0,0
47117,1811,1811,0,0
47119,4799,4799,0,0
47121,865,824,16,0.10389610389610393
47123,2979,2979,0,0
47125,6759,6759,0,0
47127,342,56,67,Inf
47129,1276,1276,0,0
47131,1946,1946,0,0
47133,1572,1572,0,0
47135,626,429,55,0.9482758620689655
47137,389,90,76,Inf
47139,1201,1183,9,0.044334975369458185
47141,4210,4210,0,0
47143,2154,2154,0,0
47145,3834,3834,0,0
47147,3462,3462,0,0
47149,10292,10292,0,0
47151,1394,1394,0,0
47153,825,762,18,0.125
47155,5460,5460,0,0
47157,41892,41892,0,0
47159,1071,1062,9,0.05142857142857138
47161,820,749,29,0.24786324786324787
47163,10628,10628,0,0
47165,8153,8153,0,0
47167,3101,3101,0,0
47169,497,211,63,2.6666666666666665
47171,1456,1456,0,0
47173,1131,1131,0,0
47175,439,135,71,Inf
47177,2571,2571,0,0
47179,7372,7372,0,0
47181,1064,1055,9,0.040909090909091006
47183,1998,1998,0,0
47185,1881,1881,0,0
47187,6601,6601,0,0
47189,5644,5644,0,0
48001,3356,3356,0,0
48003,656,499,47,0.7580645161290323
48005,4576,4576,0,0
48007,1725,1725,0,0
48009,458,152,80,Inf
48011,149,0,38,Inf
48013,2061,2061,0,0
48015,1425,1425,0,0
48017,294,0,75,Inf
48019,1246,1228,18,0.09137055837563457
48021,3474,3474,0,0
48023,326,22,68,Inf
48025,1361,1361,0,0
48027,11496,11496,0,0
48029,67606,67606,0,0
48031,637,454,54,0.7941176470588236
48033,NA,0,NA,NA
48035,1261,1261,0,0
48037,5297,5297,0,0
48039,11772,11772,0,0
48041,5259,5259,0,0
48043,429,174,57,2.4347826086956523
48045,96,0,25,Inf
48047,407,110,79,Inf
48049,2518,2518,0,0
48051,1175,1175,0,0
48053,2603,2603,0,0
48055,1801,1801,0,0
48057,1026,1018,8,0.042105263157894646
48059,875,860,9,0.05624999999999991
48061,13730,13730,0,0
48063,723,601,34,0.278688524590164
48065,307,44,57,Inf
48067,2076,2076,0,0
48069,309,34,65,Inf
48071,1439,1431,8,0.028469750889679624
48073,2824,2824,0,0
48075,394,88,74,Inf
48077,646,469,48,0.6857142857142857
48079,140,11,31,Inf
48081,260,0,56,Inf
48083,700,555,48,0.5647058823529412
48085,22202,22202,0,0
48087,190,0,46,Inf
48089,1301,1301,0,0
48091,6174,6174,0,0
48093,915,882,17,0.11038961038961048
48095,164,0,37,Inf
48097,2086,2086,0,0
48099,2493,2493,0,0
48101,118,0,31,Inf
48103,187,0,46,Inf
48105,189,0,46,Inf
48107,365,69,66,Inf
48109,102,0,26,Inf
48111,220,0,49,Inf
48113,81465,81465,0,0
48115,659,516,40,0.41666666666666674
48117,749,666,24,0.18399999999999994
48119,354,35,71,Inf
48121,18783,18783,0,0
48123,1344,1344,0,0
48125,140,0,29,Inf
48127,474,199,74,Inf
48129,254,0,56,Inf
48131,655,475,70,1.3725490196078431
48133,1300,1300,0,0
48135,6123,6123,0,0
48137,134,0,33,Inf
48139,6398,6398,0,0
48141,27300,27300,0,0
48143,1701,1701,0,0
48145,939,925,9,0.0494505494505495
48147,2246,2246,0,0
48149,1589,1589,0,0
48151,227,0,52,Inf
48153,317,10,67,Inf
48155,103,0,24,Inf
48157,16648,16648,0,0
48159,613,391,56,0.8888888888888888
48161,1081,1057,9,0.048648648648648596
48163,725,593,33,0.34736842105263155
48165,603,395,60,1.3043478260869565
48167,14029,14029,0,0
48169,237,0,56,Inf
48171,1783,1783,0,0
48173,NA,0,NA,NA
48175,426,127,70,7
48177,1046,1032,8,0.042553191489361764
48179,1347,1347,0,0
48181,7350,7350,0,0
48183,6597,6597,0,0
48185,1433,1433,0,0
48187,5607,5607,0,0
48189,1585,1585,0,0
48191,227,0,57,Inf
48193,705,589,32,0.2735042735042734
48195,252,0,56,Inf
48197,244,11,51,Inf
48199,2974,2974,0,0
48201,132177,132177,0,0
48203,3393,3393,0,0
48205,228,0,52,Inf
48207,374,88,71,Inf
48209,5603,5603,0,0
48211,179,0,49,Inf
48213,5558,5558,0,0
48215,22196,22196,0,0
48217,2278,2278,0,0
48219,1093,1093,0,0
48221,3641,3641,0,0
48223,2060,2060,0,0
48225,1455,1455,0,0
48227,1900,1900,0,0
48229,123,0,33,Inf
48231,4816,4816,0,0
48233,1255,1240,8,0.03493449781659397
48235,67,0,15,Inf
48237,492,230,61,1.8484848484848486
48239,793,709,32,0.2807017543859649
48241,2208,2208,0,0
48243,100,0,29,Inf
48245,12588,12588,0,0
48247,250,23,51,Inf
48249,2051,2051,0,0
48251,7208,7208,0,0
48253,925,911,8,0.04444444444444451
48255,730,614,46,0.6133333333333333
48257,4940,4940,0,0
48259,1889,1889,0,0
48261,NA,0,NA,NA
48263,NA,0,NA,NA
48265,3727,3727,0,0
48267,298,10,68,Inf
48269,NA,0,NA,NA
48271,197,0,45,Inf
48273,1409,1409,0,0
48275,269,0,62,Inf
48277,3126,3126,0,0
48279,755,665,28,0.2886597938144331
48281,1090,1082,8,0.037735849056603765
48283,289,11,65,Inf
48285,1301,1301,0,0
48287,904,857,15,0.10273972602739723
48289,1095,1095,0,0
48291,4138,4138,0,0
48293,1402,1402,0,0
48295,142,0,35,Inf
48297,633,449,54,0.8181818181818181
48299,1643,1643,0,0
48301,NA,0,NA,NA
48303,12767,12767,0,0
48305,305,10,67,Inf
48307,544,304,67,6.7
48309,10896,10896,0,0
48311,NA,0,NA,NA
48313,704,578,35,0.3465346534653466
48315,817,755,29,0.25217391304347836
48317,253,0,66,Inf
48319,252,0,61,Inf
48321,2047,2047,0,0
48323,2007,2007,0,0
48325,2208,2208,0,0
48327,175,0,41,Inf
48329,5609,5609,0,0
48331,1488,1488,0,0
48333,363,31,79,Inf
48335,475,220,63,2.739130434782609
48337,1395,1386,9,0.03135888501742157
48339,19235,19235,0,0
48341,758,647,36,0.34285714285714275
48343,929,904,9,0.04761904761904767
48345,95,0,27,Inf
48347,2920,2920,0,0
48349,2804,2804,0,0
48351,802,730,24,0.17391304347826098
48353,926,874,18,0.09473684210526323
48355,14850,14850,0,0
48357,370,54,71,Inf
48359,83,0,19,Inf
48361,4959,4959,0,0
48363,1693,1693,0,0
48365,1393,1393,0,0
48367,5800,5800,0,0
48369,384,75,81,Inf
48371,619,424,52,0.8387096774193548
48373,3338,3338,0,0
48375,6214,6214,0,0
48377,229,11,50,Inf
48379,760,646,33,0.3142857142857143
48381,5356,5356,0,0
48383,137,0,39,Inf
48385,253,10,61,Inf
48387,923,876,17,0.11564625850340127
48389,569,357,57,1
48391,456,140,80,Inf
48393,NA,0,NA,NA
48395,954,931,15,0.09433962264150941
48397,3013,3013,0,0
48399,706,599,32,0.2962962962962963
48401,2728,2728,0,0
48403,866,831,18,0.12413793103448278
48405,652,474,44,0.5176470588235293
48407,1631,1631,0,0
48409,3212,3212,0,0
48411,351,61,69,Inf
48413,143,0,38,Inf
48415,859,819,15,0.10489510489510478
48417,151,0,35,Inf
48419,1485,1485,0,0
48421,134,0,35,Inf
48423,10682,10682,0,0
48425,470,224,56,1.4864864864864864
48427,2117,2117,0,0
48429,561,317,59,1.1800000000000002
48431,NA,0,NA,NA
48433,NA,0,NA,NA
48435,157,0,34,Inf
48437,435,144,71,7.1
48439,65462,65462,0,0
48441,6972,6972,0,0
48443,NA,0,NA,NA
48445,680,540,38,0.4269662921348314
48447,116,0,30,Inf
48449,1506,1506,0,0
48451,5352,5352,0,0
48453,28363,28363,0,0
48455,1225,1225,0,0
48457,1384,1378,6,0.023622047244094446
48459,2399,2399,0,0
48461,157,0,36,Inf
48463,1274,1265,9,0.0401785714285714
48465,1954,1954,0,0
48467,3278,3278,0,0
48469,4197,4197,0,0
48471,2709,2709,0,0
48473,1633,1633,0,0
48475,585,384,52,1.1818181818181817
48477,1876,1876,0,0
48479,6999,6999,0,0
48481,2179,2179,0,0
48483,333,63,74,Inf
48485,6938,6938,0,0
48487,802,712,26,0.19999999999999996
48489,868,810,25,0.19841269841269837
48491,14426,14426,0,0
48493,2054,2054,0,0
48495,357,73,76,Inf
48497,3115,3115,0,0
48499,3178,3178,0,0
48501,315,21,66,Inf
48503,1282,1282,0,0
48505,480,245,50,1.4285714285714284
48507,558,332,55,0.9821428571428572
49001,302,11,68,Inf
49003,1960,1960,0,0
49005,2850,2850,0,0
49007,1113,1105,8,0.03846153846153855
49009,NA,0,NA,NA
49011,9114,9114,0,0
49013,751,682,18,0.15517241379310343
49015,506,250,69,4.846153846153846
49017,246,10,57,Inf
49019,440,139,72,5.538461538461538
49021,1635,1635,0,0
49023,369,61,71,Inf
49025,382,101,63,Inf
49027,522,232,70,2
49029,320,42,67,Inf
49031,92,0,27,Inf
49033,84,0,23,Inf
49035,33597,33597,0,0
49037,589,412,47,0.6825396825396826
49039,986,986,0,0
49041,1018,1001,9,0.046391752577319645
49043,760,683,33,0.3142857142857143
49045,1885,1885,0,0
49047,1252,1243,9,0.0396475770925111
49049,12818,12818,0,0
49051,708,576,31,0.30612244897959173
49053,6862,6862,0,0
49055,127,0,32,Inf
49057,9025,9025,0,0
50001,1597,1597,0,0
50003,2337,2337,0,0
50005,1595,1595,0,0
50007,5780,5780,0,0
50009,378,75,78,Inf
50011,2206,2206,0,0
50013,303,12,66,Inf
50015,1034,1010,17,0.09941520467836251
50017,1395,1395,0,0
50019,1625,1625,0,0
50021,3529,3529,0,0
50023,2730,2730,0,0
50025,2318,2318,0,0
50027,2991,2991,0,0
51001,2185,2185,0,0
51003,4253,4253,0,0
51005,1072,1072,0,0
51007,786,739,34,0.31192660550458706
51009,1752,1752,0,0
51011,926,904,13,0.08280254777070062
51013,4497,4497,0,0
51015,3569,3569,0,0
51017,340,32,76,Inf
51019,4091,4091,0,0
51021,423,92,76,Inf
51023,1780,1780,0,0
51025,1075,1058,9,0.046875
51027,1609,1609,0,0
51029,817,772,15,0.11111111111111116
51031,2893,2893,0,0
51033,1436,1436,0,0
51035,1813,1813,0,0
51036,436,175,69,4.909090909090909
51037,820,750,29,0.21641791044776126
51041,12799,12799,0,0
51043,788,728,32,0.2857142857142858
51045,278,20,61,Inf
51047,2219,2219,0,0
51049,492,193,62,1.823529411764706
51051,1093,1084,9,0.046391752577319645
51053,1341,1341,0,0
51057,677,541,36,0.3870967741935485
51059,25722,25722,0,0
51061,2792,2792,0,0
51063,821,761,25,0.18796992481203012
51065,1169,1169,0,0
51067,3070,3070,0,0
51069,3638,3638,0,0
51071,1171,1162,9,0.0420560747663552
51073,2052,2052,0,0
51075,1016,990,9,0.05294117647058827
51077,1022,1014,8,0.03980099502487566
51079,805,772,18,0.12765957446808507
51081,765,646,38,0.45783132530120474
51083,2399,2399,0,0
51085,4743,4743,0,0
51087,14118,14118,0,0
51089,3445,3445,0,0
51091,147,0,41,Inf
51093,1770,1770,0,0
51095,3901,3901,0,0
51097,464,183,79,5.266666666666667
51099,912,888,9,0.05769230769230771
51101,766,707,20,0.15748031496062986
51103,1078,1061,9,0.044334975369458185
51105,1542,1542,0,0
51107,7134,7134,0,0
51109,1742,1742,0,0
51111,782,740,18,0.1333333333333333
51113,754,637,41,0.3904761904761904
51115,658,521,42,0.48275862068965525
51117,2332,2332,0,0
51119,818,784,18,0.11764705882352944
51121,3198,3198,0,0
51125,938,901,11,0.06470588235294117
51127,877,809,26,0.23636363636363633
51131,891,831,26,0.17218543046357615
51133,906,894,8,0.04878048780487809
51135,1039,1039,0,0
51137,2033,2033,0,0
51139,1488,1488,0,0
51141,1326,1326,0,0
51143,3622,3622,0,0
51145,1079,1061,9,0.05232558139534893
51147,1205,1205,0,0
51149,1214,1214,0,0
51153,9765,9765,0,0
51155,2283,2283,0,0
51157,344,43,71,Inf
51159,624,444,46,0.6133333333333333
51161,5120,5120,0,0
51163,1338,1338,0,0
51165,3655,3655,0,0
51167,1824,1824,0,0
51169,1656,1656,0,0
51171,2476,2476,0,0
51173,2290,2290,0,0
51175,917,896,21,0.18103448275862077
51177,4712,4712,0,0
51179,3882,3882,0,0
51181,406,90,81,Inf
51183,707,575,33,0.32978723404255317
51185,3097,3097,0,0
51187,1945,1945,0,0
51191,3320,3320,0,0
51193,1191,1191,0,0
51195,2587,2587,0,0
51197,2062,2062,0,0
51199,2246,2246,0,0
51510,3622,3622,0,0
51520,1401,1401,0,0
51530,406,109,77,Inf
51540,1455,1455,0,0
51550,9135,9135,0,0
51570,1311,1311,0,0
51580,581,360,63,1.7999999999999998
51590,3494,3494,0,0
51595,285,40,75,Inf
51600,1231,1231,0,0
51610,458,184,68,Inf
51620,711,596,36,0.3600000000000001
51630,1015,992,9,0.05624999999999991
51640,844,772,26,0.19658119658119655
51650,6470,6470,0,0
51660,1585,1585,0,0
51670,1565,1565,0,0
51678,434,153,67,3.1904761904761907
51680,4011,4011,0,0
51683,1243,1243,0,0
51685,182,0,62,Inf
51690,1590,1590,0,0
51700,7894,7894,0,0
51710,10070,10070,0,0
51720,272,11,59,Inf
51730,2689,2689,0,0
51735,612,410,45,0.661764705882353
51740,5343,5343,0,0
51750,616,411,54,0.8307692307692307
51760,9207,9207,0,0
51770,6099,6099,0,0
51775,1791,1791,0,0
51790,1905,1905,0,0
51800,3839,3839,0,0
51810,15807,15807,0,0
51820,1416,1416,0,0
51830,364,128,64,Inf
51840,1289,1289,0,0
53001,605,411,44,0.7857142857142858
53003,1301,1301,0,0
53005,7329,7329,0,0
53007,3500,3500,0,0
53009,5118,5118,0,0
53011,17780,17780,0,0
53013,292,42,61,Inf
53015,5958,5958,0,0
53017,1532,1532,0,0
53019,417,115,68,5.333333333333333
53021,1997,1997,0,0
53023,140,0,35,Inf
53025,3496,3496,0,0
53027,4282,4282,0,0
53029,3878,3878,0,0
53031,1926,1926,0,0
53033,65954,65954,0,0
53035,11240,11240,0,0
53037,1598,1598,0,0
53039,987,954,16,0.11428571428571432
53041,4582,4582,0,0
53043,573,329,61,1.2444444444444445
53045,3461,3461,0,0
53047,2264,2264,0,0
53049,1636,1636,0,0
53051,793,751,12,0.09160305343511443
53053,33840,33840,0,0
53055,724,588,34,0.3434343434343434
53057,6172,6172,0,0
53059,460,182,67,3.764705882352941
53061,27389,27389,0,0
53063,23218,23218,0,0
53065,2339,2339,0,0
53067,11491,11491,0,0
53069,244,11,53,Inf
53071,2944,2944,0,0
53073,8512,8512,0,0
53075,1379,1379,0,0
53077,10148,10148,0,0
54001,971,966,5,0.02840909090909083
54003,5302,5302,0,0
54005,1634,1634,0,0
54007,914,898,9,0.05294117647058827
54009,1643,1643,0,0
54011,6489,6489,0,0
54013,476,180,79,Inf
54015,608,399,52,0.7878787878787878
54017,402,90,74,6.7272727272727275
54019,3241,3241,0,0
54021,438,125,68,3.090909090909091
54023,711,586,34,0.3908045977011494
54025,2534,2534,0,0
54027,1384,1376,8,0.032258064516129004
54029,2183,2183,0,0
54031,796,716,23,0.20175438596491224
54033,4378,4378,0,0
54035,1834,1834,0,0
54037,2474,2474,0,0
54039,12871,12871,0,0
54041,1197,1197,0,0
54043,1436,1436,0,0
54045,2788,2788,0,0
54047,1679,1679,0,0
54049,3585,3585,0,0
54051,2011,2011,0,0
54053,1816,1816,0,0
54055,4475,4475,0,0
54057,1697,1697,0,0
54059,1783,1783,0,0
54061,3601,3601,0,0
54063,886,836,17,0.11805555555555558
54065,1142,1142,0,0
54067,1686,1686,0,0
54069,2954,2954,0,0
54071,488,202,68,2.5185185185185186
54073,486,183,77,5.5
54075,526,228,69,1.8157894736842106
54077,1891,1891,0,0
54079,3066,3066,0,0
54081,5413,5413,0,0
54083,1838,1838,0,0
54085,611,422,49,0.8448275862068966
54087,1047,1038,9,0.048387096774193505
54089,987,955,16,0.09756097560975618
54091,999,966,18,0.09944751381215466
54093,465,206,73,3.3181818181818183
54095,581,343,60,1.0909090909090908
54097,1372,1372,0,0
54099,2647,2647,0,0
54101,631,495,44,0.55
54103,1108,1099,9,0.04477611940298498
54105,307,10,67,Inf
54107,5547,5547,0,0
54109,1613,1613,0,0
55001,1341,1341,0,0
55003,965,965,0,0
55005,2616,2616,0,0
55007,831,742,30,0.24193548387096775
55009,10319,10319,0,0
55011,662,501,49,0.5384615384615385
55013,961,954,7,0.043749999999999956
55015,1816,1816,0,0
55017,3062,3062,0,0
55019,1726,1726,0,0
55021,2792,2792,0,0
55023,885,853,16,0.10191082802547768
55025,16676,16676,0,0
55027,4742,4742,0,0
55029,1715,1715,0,0
55031,2107,2107,0,0
55033,1769,1769,0,0
55035,4406,4406,0,0
55037,337,36,66,Inf
55039,4822,4822,0,0
55041,626,493,43,0.49425287356321834
55043,2534,2534,0,0
55045,1772,1772,0,0
55047,1193,1193,0,0
55049,1041,1026,9,0.040909090909091006
55051,447,174,62,2.608695652173913
55053,1055,1047,8,0.036363636363636376
55055,3551,3551,0,0
55057,1510,1510,0,0
55059,7310,7310,0,0
55061,939,908,9,0.05696202531645578
55063,5124,5124,0,0
55065,716,597,36,0.39560439560439553
55067,1167,1167,0,0
55069,1700,1700,0,0
55071,4460,4460,0,0
55073,6172,6172,0,0
55075,2701,2701,0,0
55077,989,974,8,0.045454545454545414
55078,241,0,53,Inf
55079,42100,42100,0,0
