FIPSCode,deathsTotal,deathsTotalMonthly,deathsDiffAbs,deathsDiffPct
55081,2146,2146,0,0
55083,1866,1866,0,0
55085,2353,2353,0,0
55087,7429,7429,0,0
55089,4025,4025,0,0
55091,348,43,72,Inf
55093,1460,1460,0,0
55095,2305,2305,0,0
55097,2686,2686,0,0
55099,943,919,9,0.05454545454545445
55101,9392,9392,0,0
55103,974,958,9,0.051136363636363535
55105,7739,7739,0,0
55107,921,899,15,0.0980392156862746
55109,3079,3079,0,0
55111,3283,3283,0,0
55113,1067,1067,0,0
55115,2402,2402,0,0
55117,5706,5706,0,0
55119,958,935,18,0.10465116279069764
55121,1486,1486,0,0
55123,1511,1511,0,0
55125,1560,1560,0,0
55127,4753,4753,0,0
55129,1025,1025,0,0
55131,5879,5879,0,0
55133,17462,17462,0,0
55135,3674,3674,0,0
55137,1440,1440,0,0
55139,7668,7668,0,0
55141,4195,4195,0,0
56001,956,905,25,0.1953125
56003,711,604,35,0.368421052631579
56005,1265,1256,9,0.045454545454545414
56007,671,545,40,0.5128205128205128
56009,616,418,52,0.7536231884057971
56011,317,22,66,Inf
56013,2157,2157,0,0
56015,727,574,42,0.46153846153846145
56017,382,101,64,Inf
56019,496,255,64,3.2
56021,4265,4265,0,0
56023,693,550,42,0.4883720930232558
56025,3659,3659,0,0
56027,138,0,40,Inf
56029,1449,1449,0,0
56031,508,242,74,6.7272727272727275
56033,1642,1642,0,0
56035,297,12,68,Inf
56037,1524,1524,0,0
56039,463,169,79,Inf
56041,750,667,27,0.2268907563025211
56043,439,139,71,7.1
56045,334,21,70,Inf
