UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2022,39,4457300,2247641,2209659,1697078,1622794,295725,316746,32011,29397,165958,180363,7370,6781,49499,53578,1739984,1669030,313836,337570,48994,47889,186238,201998,12772,12452,1764231,1768643,1270163,1236907,273631,293030,16359,16476,161283,175877,5305,5085,37490,41268,1302398,1272317,286433,308265,27774,29276,178544,194368,9593,9606,483410,441016,426915,385887,22094,23716,15652,12921,4675,4486,2065,1696,12009,12310,437586,396713,27403,29305,21220,18613,7694,7630,3179,2846
R,7,2022,40,4449170,2241080,2208090,1696280,1624232,294094,316961,31426,28657,163735,179311,7405,6696,48140,52233,1737968,1669230,311603,337512,48415,46960,183187,200085,12725,12224,1758974,1764747,1270490,1235405,271999,293613,16067,15779,159058,174691,5303,4945,36057,40314,1301444,1269937,284268,308715,27341,28558,175440,192400,9506,9371,482106,443343,425790,388827,22095,23348,15359,12878,4677,4620,2102,1751,12083,11919,436524,399293,27335,28797,21074,18402,7747,7685,3219,2853
R,7,2022,41,4384603,2206763,2177840,1677136,1606268,289834,313787,30514,28510,154874,171982,7154,6262,47251,51031,1717813,1650346,307029,333960,47333,46446,173950,191989,12420,11662,1734230,1741567,1259375,1223732,268502,290702,15461,15916,150201,167481,5115,4598,35576,39138,1289762,1257303,280596,305367,26729,28360,166385,184559,9278,8960,472533,436273,417761,382536,21332,23085,15053,12594,4673,4501,2039,1664,11675,11893,428051,393043,26433,28593,20604,18086,7565,7430,3142,2702
R,7,2022,42,4365330,2195294,2170036,1665136,1595781,293903,319030,30707,28375,152287,170050,7142,6466,46119,50334,1704945,1639102,310644,338909,47689,46404,170580,189702,12313,11870,1718669,1734058,1244357,1213328,272148,296044,15471,15807,147609,165591,4974,4836,34110,38452,1273537,1246148,283681,310416,26698,28378,162857,182246,9059,9164,476625,435978,420779,382453,21755,22986,15236,12568,4678,4459,2168,1630,12009,11882,431408,392954,26963,28493,20991,18026,7723,7456,3254,2706
R,7,2022,43,4186054,2098704,2087350,1595529,1536306,277795,305890,28865,26727,146994,165265,6371,5940,43150,47222,1632733,1576925,293383,324267,44655,43746,164115,183778,11229,10923,1653844,1671516,1201985,1171745,257566,283790,14874,14704,142763,161041,4507,4379,32149,35857,1229430,1202360,268344,296859,25357,26481,157237,176747,8354,8379,444860,415834,393544,364561,20229,22100,13991,12023,4231,4224,1864,1561,11001,11365,403303,374565,25039,27408,19298,17265,6878,7031,2875,2544
R,7,2022,44,4090841,2049350,2041491,1565990,1509724,266619,294155,27942,26502,141441,160163,6118,5605,41240,45342,1601397,1548529,281276,311627,43243,43226,157978,177985,10539,10321,1609102,1628754,1175402,1146825,247188,272966,14277,14570,137305,155871,4387,4159,30543,34363,1201317,1175969,257253,285349,24440,26160,151174,171016,7875,7956,440248,412737,390588,362899,19431,21189,13665,11932,4136,4292,1731,1446,10697,10979,400080,372560,24023,26278,18803,17066,6804,6969,2664,2365
R,7,2022,45,4037852,2017152,2020700,1542673,1494584,261013,290637,27856,26120,140134,159907,5975,5624,39501,43828,1576713,1531990,274938,307324,42805,42526,155747,177157,10317,10318,1585639,1609942,1159464,1132413,242402,269779,14443,14707,135879,155732,4229,4119,29222,33192,1184345,1160485,251804,281576,24513,26163,148961,170268,7638,7857,431513,410758,383209,362171,18611,20858,13413,11413,4255,4175,1746,1505,10279,10636,392368,371505,23134,25748,18292,16363,6786,6889,2679,2461
R,7,2022,46,3898367,1947400,1950967,1487096,1443944,249851,277773,26759,25088,140390,157951,5545,5300,37759,40911,1519618,1478774,262748,293142,41189,40656,155521,174136,9755,9627,1527352,1548940,1113366,1088713,231985,257638,13709,13802,136375,153828,4006,3885,27911,31074,1137129,1114916,240590,268501,23401,24743,149136,167537,7333,7363,420048,402027,373730,355231,17866,20135,13050,11286,4015,4123,1539,1415,9848,9837,382489,363858,22158,24641,17788,15913,6385,6599,2422,2264
R,7,2022,47,3940519,1966761,1973758,1506343,1465279,250865,280134,26336,25189,142094,158697,5697,5097,35426,39362,1536505,1498716,262925,294623,40214,40301,156236,174383,9685,9189,1552155,1576128,1135792,1112359,233919,261178,13526,14012,138144,154741,4150,3782,26624,30056,1158188,1137608,242241,271381,23004,24652,150215,168200,7360,7077,414606,397630,370551,352920,16946,18956,12810,11177,3950,3956,1547,1315,8802,9306,378317,361108,20684,23242,17210,15649,6021,6183,2325,2112
R,7,2022,48,3862766,1925975,1936791,1476168,1438791,244049,274083,25940,24434,140614,156726,5231,5036,33973,37721,1505105,1470660,255454,287897,39358,39145,154224,171700,9077,9057,1526542,1549814,1118268,1094294,228153,255894,13376,13772,137056,152995,3863,3739,25826,29120,1140035,1118613,236042,265821,22731,24347,148760,165888,6990,6993,399433,386977,357900,344497,15896,18189,12564,10662,3558,3731,1368,1297,8147,8601,365070,352047,19412,22076,16627,14798,5464,5812,2087,2064
R,7,2022,49,3914096,1949371,1964725,1493994,1459941,250590,281185,25554,24745,140337,156828,5198,4933,33698,37093,1522600,1491228,261553,294619,39064,39498,153942,171580,8967,8823,1557595,1582739,1142656,1119729,235068,263385,13466,14055,136793,153062,3872,3705,25740,28803,1164266,1143743,242656,273101,22957,24825,148586,165782,6931,6869,391776,381986,351338,340212,15522,17800,12088,10690,3544,3766,1326,1228,7958,8290,358334,347485,18897,21518,16107,14673,5356,5798,2036,1954
R,7,2022,50,4103841,2047529,2056312,1582691,1542103,260282,290901,26111,24832,139681,156354,5148,4912,33616,37210,1611119,1573465,271043,304018,40049,40147,153001,170901,8933,8884,1658178,1677517,1233189,1204238,245017,273458,14073,14372,136072,152752,3833,3668,25994,29029,1254897,1228424,252628,282926,24145,25653,147616,165408,6916,6925,389351,378795,349502,337865,15265,17443,12038,10460,3609,3602,1315,1244,7622,8181,356222,345041,18415,21092,15904,14494,5385,5493,2017,1959
R,7,2022,51,4349036,2175084,2173952,1700237,1648982,271176,303575,26632,25711,137172,152517,5194,5012,34673,38155,1729667,1681145,282142,316890,41357,41737,150678,167107,9187,9251,1786590,1797319,1351464,1313466,255940,286102,14793,14993,133519,148917,3857,3776,27017,30065,1374165,1338552,263681,295827,25612,27075,145245,161538,7119,7281,388494,376633,348773,335516,15236,17473,11839,10718,3653,3600,1337,1236,7656,8090,355502,342593,18461,21063,15745,14662,5433,5569,2068,1970
R,7,2022,52,4279580,2138683,2140897,1675998,1631320,264683,293463,25991,24987,133371,149666,5232,5062,33408,36399,1704232,1661761,275236,306041,40378,40686,146124,163575,9229,9219,1760413,1778941,1336859,1308536,249668,276935,14200,14914,129860,146058,3937,3868,25889,28630,1358474,1332246,257107,286156,24742,26717,140853,157993,7242,7298,378270,361956,339139,322784,15015,16528,11791,10073,3511,3608,1295,1194,7519,7769,345758,329515,18129,19885,15636,13969,5271,5582,1987,1921
R,7,2022,53,4116822,2053709,2063113,1617302,1581177,248336,276764,24961,23867,127218,142822,4805,4803,31087,33680,1643675,1609428,257719,288022,38815,38907,139034,155437,8368,8548,1697063,1720185,1296955,1275262,234312,261026,14082,14289,124016,139471,3636,3645,24062,26492,1317167,1297269,240774,269110,24293,25690,134249,150407,6566,6740,356646,342928,320347,305915,14024,15738,10879,9578,3202,3351,1169,1158,7025,7188,326508,312159,16945,18912,14522,13217,4785,5030,1802,1808
R,7,2022,54,4025460,2004641,2020819,1577854,1546649,248289,277573,24180,23273,120626,136638,4658,4666,29034,32020,1602261,1573264,256993,288220,37415,37790,131622,148524,8031,8500,1657725,1686647,1266332,1247940,234321,262249,13531,14224,117580,133530,3492,3548,22469,25156,1284953,1268591,240300,269879,23399,25316,127081,143787,6302,6746,346916,334172,311522,298709,13968,15324,10649,9049,3046,3108,1166,1118,6565,6864,317308,304673,16693,18341,14016,12474,4541,4737,1729,1754
R,7,2022,55,4036058,2001810,2034248,1587454,1570588,245902,277908,23569,23315,112107,126738,4667,4615,28111,31084,1611110,1596452,254206,288469,36712,37731,122484,137768,8032,8237,1669484,1710783,1288509,1281551,232760,262960,13628,14543,109132,123769,3536,3521,21919,24439,1306725,1301630,238477,270564,23510,25573,118116,133291,6379,6564,332326,323465,298945,289037,13142,14948,9941,8772,2975,2969,1131,1094,6192,6645,304385,294822,15729,17905,13202,12158,4368,4477,1653,1673
R,7,2022,56,4093764,2027299,2066465,1604479,1593656,253480,286335,23908,23591,113148,127551,4553,4542,27731,30790,1627530,1619206,261716,296448,37200,38309,123164,138477,7933,8182,1699624,1747905,1310090,1309059,240079,271642,13983,14915,110314,124516,3496,3549,21662,24224,1327831,1328922,245723,278864,24176,26311,118946,133886,6339,6577,327675,318560,294389,284597,13401,14693,9925,8676,2834,3035,1057,993,6069,6566,299699,290284,15993,17584,13024,11998,4218,4591,1594,1605
R,7,2022,57,4251564,2094607,2156957,1665800,1674340,259174,294463,24298,24478,112460,127437,4709,4739,28166,31500,1689328,1700386,267267,304742,38029,39834,122604,138338,8161,8479,1772654,1840258,1376462,1391228,246173,279870,14636,15954,109625,124482,3673,3728,22085,24996,1394661,1411646,251760,287302,25106,28022,118445,133863,6561,6865,321953,316699,289338,283112,13001,14593,9662,8524,2835,2955,1036,1011,6081,6504,294667,288740,15507,17440,12923,11812,4159,4475,1600,1614
R,7,2022,58,4351478,2141074,2210404,1713533,1726308,257418,293367,24220,24545,113272,130132,4431,4598,28200,31454,1737036,1752308,265358,303099,38390,40325,123260,141070,7900,8358,1832627,1902638,1436539,1451365,244710,279050,14957,16025,110593,127381,3467,3618,22361,25199,1454955,1471902,250251,286100,26016,28645,119269,136864,6377,6783,308447,307766,276994,274943,12708,14317,9263,8520,2679,2751,964,980,5839,6255,282081,280406,15107,16999,12374,11680,3991,4206,1523,1575
R,7,2022,59,4350643,2134014,2216629,1712524,1738182,252222,289251,23762,24122,113556,129474,4247,4477,27703,31123,1735644,1763773,259754,298993,37727,39947,123423,140037,7564,8153,1841245,1921316,1449296,1474370,240365,275827,14937,15951,110952,126675,3344,3561,22351,24932,1467765,1494618,245678,282868,26051,28611,119618,135802,6197,6658,292769,295313,263228,263812,11857,13424,8825,8171,2604,2799,903,916,5352,6191,267879,269155,14076,16125,11676,11336,3805,4235,1367,1495
R,7,2022,60,4362440,2136120,2226320,1727796,1760131,248786,287337,23253,24075,104575,119632,4362,4454,27348,30691,1750718,1785340,256036,296912,37175,39968,114278,129941,7716,8109,1853614,1941289,1473645,1505136,237385,274714,14831,16120,102146,116982,3512,3551,22095,24786,1491993,1525272,242489,281677,25986,29002,110637,125928,6359,6623,282506,285031,254151,254995,11401,12623,8422,7955,2429,2650,850,903,5253,5905,258725,260068,13547,15235,11189,10966,3641,4013,1357,1486
R,7,2022,61,4351458,2125405,2226053,1727602,1767280,244163,284041,22448,23668,100121,117109,4151,4201,26920,29754,1750074,1791706,251235,293026,36431,39442,109609,127038,7380,7730,1859630,1954714,1488723,1524501,233500,271794,14474,16308,97739,114551,3330,3398,21864,24162,1506766,1544102,238527,278407,25734,29165,106069,123160,6064,6362,265775,271339,238879,242779,10663,12247,7974,7360,2382,2558,821,803,5056,5592,243308,247604,12708,14619,10697,10277,3540,3878,1316,1368
R,7,2022,62,4270530,2082077,2188453,1684876,1729502,242428,282084,22244,23292,102075,120102,4111,4136,26343,29337,1706961,1753457,249288,291209,35924,38813,111363,129790,7276,7603,1822594,1924013,1451789,1493077,231855,270147,14408,16081,99780,117599,3311,3345,21451,23764,1469598,1512223,236736,276869,25461,28724,107977,125955,5992,6265,259483,264440,233087,236425,10573,11937,7836,7211,2295,2503,800,791,4892,5573,237363,241234,12552,14340,10463,10089,3386,3835,1284,1338
R,7,2022,63,4184612,2030255,2154357,1653250,1713475,231506,273110,20601,22109,96189,114240,3829,3834,24880,27589,1674021,1736215,237899,281327,33824,37131,104867,123175,6676,6965,1792870,1907615,1439848,1492587,221833,261956,13591,15355,94071,111936,3113,3144,20414,22637,1456774,1511068,226423,268024,24394,27789,101705,119746,5531,5828,237385,246742,213402,220888,9673,11154,7010,6754,2118,2304,716,690,4466,4952,217247,225147,11476,13303,9430,9342,3162,3429,1145,1137
R,7,2022,64,4143781,2004123,2139658,1638654,1710687,221946,263053,19692,21414,96154,114054,3603,3754,24074,26696,1658741,1732546,228119,271075,32590,36086,104466,122654,6383,6736,1782681,1905007,1439677,1500492,212721,252402,13268,15150,94200,111979,2946,3055,19869,21929,1456112,1518270,217165,258367,23922,27273,101598,119473,5306,5605,221442,234651,198977,210195,9225,10651,6424,6264,1954,2075,657,699,4205,4767,202629,214276,10954,12708,8668,8813,2868,3181,1077,1131
R,7,2022,65,4064334,1956893,2107441,1605287,1687390,214012,259822,19287,20674,91789,110214,3508,3542,23010,25799,1624416,1708597,219999,267491,31869,35320,99540,118068,6129,6494,1746097,1881139,1415997,1484609,205306,249550,12878,14617,89935,108224,2901,2897,19080,21242,1431713,1501862,209664,255245,23312,26855,96859,115047,5167,5410,210796,226302,189290,202781,8706,10272,6409,6057,1854,1990,607,645,3930,4557,192703,206735,10335,12246,8557,8465,2681,3021,962,1084
R,7,2022,66,3879055,1855268,2023787,1522845,1619931,200158,246950,17870,19810,89590,109007,3145,3408,21660,24681,1540947,1640146,205687,254288,29668,33801,96810,116652,5668,6148,1657811,1808233,1345603,1426744,191996,237208,11911,14220,87828,106965,2586,2846,17887,20250,1360415,1443152,195945,242596,21659,25904,94244,113594,4759,5160,197457,215554,177242,193187,8162,9742,5959,5590,1762,2042,559,562,3773,4431,180532,196994,9742,11692,8009,7897,2566,3058,909,988
R,7,2022,67,3783590,1801300,1982290,1484108,1592640,189762,236426,16989,18688,86782,107839,2995,3319,20664,23378,1501213,1611727,195052,243371,28467,31808,93635,115154,5428,5998,1614337,1775581,1315668,1406591,182062,227494,11644,13479,85163,105990,2489,2744,17311,19283,1329873,1422102,185949,232649,21315,24455,91286,112405,4597,5050,186963,206709,168440,186049,7700,8932,5345,5209,1619,1849,506,575,3353,4095,171340,189625,9103,10722,7152,7353,2349,2749,831,948
R,7,2022,68,3642663,1724603,1918060,1430839,1550338,174635,223689,15563,17483,81854,101738,2746,3089,18966,21723,1446724,1568034,179387,230113,26378,30053,87947,108220,4821,5607,1554876,1726570,1277735,1377665,167505,215517,10858,12771,80482,100033,2308,2549,15988,18035,1291024,1392169,170974,220300,20077,23383,85929,105740,4135,4741,169727,191490,153104,172673,7130,8172,4705,4712,1372,1705,438,540,2978,3688,155700,175865,8413,9813,6301,6670,2018,2480,686,866
R,7,2022,69,3483111,1641278,1841833,1368943,1496847,159606,208229,14423,16219,78073,97185,2637,2870,17596,20483,1383614,1513633,163890,214136,24411,28121,83794,103380,4632,5209,1485047,1663054,1227944,1335363,153204,200539,10123,11942,76708,95657,2233,2400,14835,17153,1240217,1349243,156324,205016,18638,22069,81822,101099,3971,4435,156231,178779,140999,161484,6402,7690,4300,4277,1365,1528,404,470,2761,3330,143397,164390,7566,9120,5773,6052,1972,2281,661,774
R,7,2022,70,3342529,1569766,1772763,1316287,1445694,148322,197632,13137,15152,73355,92904,2469,2724,16196,18657,1329753,1461004,152313,202932,22506,26216,78487,98365,4391,4871,1425606,1606344,1185779,1295301,142505,190424,9357,11200,72124,91458,2107,2303,13734,15658,1197106,1307990,145470,194426,17362,20682,76735,96266,3778,4156,144160,166419,130508,150393,5817,7208,3780,3952,1231,1446,362,421,2462,2999,132647,153014,6843,8506,5144,5534,1752,2099,613,715
R,7,2022,71,3171129,1478333,1692796,1238580,1377599,141789,191976,12512,14397,68045,88631,2227,2467,15180,17726,1251221,1392074,145527,197195,21481,24987,72696,93692,3983,4495,1342412,1534495,1115426,1234644,136285,185177,9004,10546,66912,87183,1918,2091,12867,14854,1126049,1246610,139057,189152,16703,19616,71069,91594,3474,3837,135921,158301,123154,142955,5504,6799,3508,3851,1133,1448,309,376,2313,2872,125172,145464,6470,8043,4778,5371,1627,2098,509,658
R,7,2022,72,3015379,1400694,1614685,1168726,1310203,133459,181507,11943,13568,69749,90064,2249,2422,14568,16921,1180815,1323943,137070,186480,20607,23547,74195,95067,3941,4415,1274158,1463490,1054160,1173457,128259,174903,8702,10147,68715,88726,1892,2066,12430,14191,1064411,1184844,130994,178666,16144,18706,72689,93084,3403,3805,126536,151195,114566,136746,5200,6604,3241,3421,1034,1338,357,356,2138,2730,116404,139099,6076,7814,4463,4841,1506,1983,538,610
R,7,2022,73,2923590,1353264,1570326,1140188,1288177,122041,168480,11146,12699,64332,82761,2158,2344,13399,15865,1151348,1301228,125236,173032,19162,22305,68397,87171,3743,4116,1237288,1430621,1034980,1161458,117451,162592,8164,9523,63350,81608,1843,1998,11500,13442,1044504,1172421,119858,166066,15155,17887,66975,85475,3228,3538,115976,139705,105208,126719,4590,5888,2982,3176,982,1153,315,346,1899,2423,106844,128807,5378,6966,4007,4418,1422,1696,515,578
R,7,2022,74,2845415,1315822,1529593,1117480,1266361,112796,157227,10313,11900,60648,76776,1918,2145,12667,15184,1128071,1278911,115851,161455,17960,21083,64369,81017,3383,3869,1206443,1396606,1018086,1145615,108471,151729,7646,8972,59768,75642,1638,1827,10834,12821,1027057,1156083,110807,154946,14278,16928,63084,79367,2950,3341,109379,132987,99394,120746,4325,5498,2667,2928,880,1134,280,318,1833,2363,101014,122828,5044,6509,3682,4155,1285,1650,433,528
R,7,2022,75,2978968,1384380,1594588,1195432,1345193,106921,148611,10433,11574,57090,72209,1814,1884,12690,15117,1206121,1357807,109889,152805,18327,20963,60600,76250,3267,3505,1279968,1466733,1100303,1228782,103005,143415,7825,8871,56301,71127,1567,1607,10967,12931,1109503,1239467,105285,146676,14808,17097,59381,74696,2845,3050,104412,127855,95129,116411,3916,5196,2608,2703,789,1082,247,277,1723,2186,96618,118340,4604,6129,3519,3866,1219,1554,422,455
R,7,2022,76,2095232,954571,1140661,809823,943811,79472,115563,7587,8942,46706,59178,1578,1670,9405,11497,817720,953323,81720,118737,13175,15686,49529,62539,2719,3038,869756,1031723,732650,844846,76109,110884,5518,6674,46071,58282,1366,1441,8042,9596,739380,852703,77772,113241,10386,12422,48591,61216,2367,2652,84815,108938,77173,98965,3363,4679,2069,2268,635,896,212,229,1363,1901,78340,100620,3948,5496,2789,3264,938,1323,352,386
R,7,2022,77,1995318,901518,1093800,765936,906440,74861,110857,7044,8450,43402,55631,1327,1551,8948,10871,773457,915445,76962,113843,12405,14863,46008,58772,2468,2851,823728,993444,695090,814920,71903,106772,5194,6397,42755,54813,1138,1330,7648,9212,701458,822492,73475,109026,9858,11963,45077,57565,2149,2478,77790,100356,70846,91520,2958,4085,1850,2053,647,818,189,221,1300,1659,71999,92953,3487,4817,2547,2900,931,1207,319,373
R,7,2022,78,1922705,862113,1060592,737935,887573,68352,102451,6463,7841,40099,51047,1237,1362,8027,10318,744693,896126,70171,105336,11281,14066,42444,53882,2258,2598,792550,967370,674443,802398,65622,98830,4825,5928,39603,50271,1085,1179,6972,8764,680274,809608,67031,101042,9103,11335,41699,52771,1998,2275,69563,93222,63492,85175,2730,3621,1638,1913,496,776,152,183,1055,1554,64419,86518,3140,4294,2178,2731,745,1111,260,323
R,7,2022,79,1919668,854544,1065124,739232,901344,63839,99146,5925,7357,36892,46204,1070,1240,7586,9833,745651,909564,65565,101824,10619,13380,38967,48823,1984,2366,790359,976616,680569,820728,61338,95437,4544,5552,36379,45522,948,1062,6581,8315,686147,827634,62640,97419,8731,10819,38203,47795,1749,2065,64185,88508,58663,80616,2501,3709,1381,1805,513,682,122,178,1005,1518,59504,81930,2925,4405,1888,2561,764,1028,235,301
R,7,2022,80,1622801,713782,909019,612268,762701,54864,86341,5183,6409,33945,44049,916,1127,6606,8392,617797,769702,56398,88578,9239,11521,35837,46350,1694,2059,657307,830803,560598,691065,52666,83351,3989,4834,33524,43431,796,938,5734,7184,565371,697006,53855,85065,7584,9317,35210,45461,1482,1779,56475,78216,51670,71636,2198,2990,1194,1575,421,618,120,189,872,1208,52426,72696,2543,3513,1655,2204,627,889,212,280
R,7,2022,81,1435555,623059,812496,532532,678970,48488,79414,4636,5794,30735,39699,858,956,5810,7663,537437,685339,49802,81476,8160,10429,32432,41865,1558,1862,571821,740271,485646,612741,46517,76605,3545,4467,30349,39138,760,808,5004,6512,489848,618127,47495,78174,6650,8501,31858,41027,1379,1604,51238,72225,46886,66229,1971,2809,1091,1327,386,561,98,148,806,1151,47589,67212,2307,3302,1510,1928,574,838,179,258
R,7,2022,82,1293964,553573,740391,470492,616279,43945,73580,4248,5366,28747,37140,788,979,5353,7047,474986,622137,45169,75520,7410,9586,30392,39106,1434,1784,506353,672733,427328,554376,42151,70872,3214,4097,28358,36613,674,800,4628,5975,431209,559299,43078,72342,5991,7757,29824,38332,1250,1505,47220,67658,43164,61903,1794,2708,1034,1269,389,527,114,179,725,1072,43777,62838,2091,3178,1419,1829,568,774,184,279
R,7,2022,83,1179860,500032,679828,427458,570199,38273,64834,3544,4720,25525,32953,645,878,4587,6244,431342,575403,39323,66497,6277,8442,26894,34721,1195,1640,457577,617983,388571,513451,36599,62377,2668,3628,25211,32472,560,752,3968,5303,391907,517864,37397,63619,5076,6873,26431,34015,1061,1405,42455,61845,38887,56748,1674,2457,876,1092,314,481,85,126,619,941,39435,57539,1926,2878,1201,1569,463,706,134,235
R,7,2022,84,1080151,449633,630518,384590,528745,33946,60359,3206,4450,23105,30570,585,789,4201,5605,388131,533404,34912,61901,5718,7702,24356,32187,1061,1457,411484,573424,349531,476476,32532,58038,2479,3400,22823,30146,494,640,3625,4724,352572,480374,33257,59202,4694,6223,23939,31551,908,1215,38149,57094,35059,52269,1414,2321,727,1050,282,424,91,149,576,881,35559,53030,1655,2699,1024,1479,417,636,153,242
R,7,2022,85,941747,385730,556017,329128,465557,29371,53411,2746,3803,20326,27466,530,700,3629,5080,332240,469815,30208,54782,4862,6746,21452,28936,936,1314,352229,505074,298396,418814,28066,51401,2091,2885,20075,27054,458,585,3143,4335,301079,422419,28688,52443,3975,5459,21084,28353,818,1126,33501,50943,30732,46743,1305,2010,655,918,251,412,72,115,486,745,31161,47396,1520,2339,887,1287,368,583,118,188
R,7,2022,86,846897,341233,505664,291172,422893,26166,49238,2405,3482,17875,24933,447,598,3168,4520,293829,426644,26893,50496,4223,6154,18878,26212,845,1091,311250,459372,263573,380340,25021,47463,1848,2650,17661,24589,390,505,2757,3825,265885,383498,25564,48418,3458,4963,18564,25702,741,939,29983,46292,27599,42553,1145,1775,557,832,214,344,57,93,411,695,27944,43146,1329,2078,765,1191,314,510,104,152
R,7,2022,87,735769,285656,450113,244457,377776,21372,42973,1976,3002,14866,21873,379,520,2606,3969,246620,381043,22007,44057,3457,5324,15694,22984,721,989,260433,409166,221185,340114,20442,41408,1527,2277,14688,21572,328,432,2263,3363,223056,342862,20927,42243,2841,4297,15432,22533,626,843,25223,40947,23272,37662,930,1565,449,725,178,301,51,88,343,606,23564,38181,1080,1814,616,1027,262,451,95,146
R,7,2022,88,634193,240881,393312,206179,330707,17838,37219,1617,2544,12744,18912,321,436,2182,3494,208034,333633,18326,38198,2862,4533,13422,19982,603,833,219799,358110,186680,298285,17115,35880,1222,1911,12601,18647,279,373,1902,3014,188291,300799,17496,36632,2326,3655,13200,19587,532,725,21082,35202,19499,32422,723,1339,395,633,143,265,42,63,280,480,19743,32834,830,1566,536,878,222,395,71,108
R,7,2022,89,541534,201533,340001,172836,285893,14478,31515,1372,2157,10664,17060,280,396,1903,2980,174488,288387,14906,32289,2437,3866,11280,17966,495,757,183931,309602,156564,257782,13864,30407,1054,1644,10545,16840,243,346,1661,2583,158004,259934,14193,31012,2012,3156,11084,17659,434,666,17602,30399,16272,28111,614,1108,318,513,119,220,37,50,242,397,16484,28453,713,1277,425,710,196,307,61,91
R,7,2022,90,469733,169140,300593,144599,251934,12304,28319,1134,1922,9271,15418,249,341,1583,2659,145927,254149,12662,29076,2006,3423,9806,16184,468,690,154497,273923,131037,227365,11792,27302,863,1472,9167,15206,221,294,1417,2284,132225,229259,12089,27897,1644,2803,9661,15863,419,592,14643,26670,13562,24569,512,1017,271,450,104,212,28,47,166,375,13702,24890,573,1179,362,620,145,321,49,98
R,7,2022,91,403178,142410,260768,122891,220780,9582,23060,890,1546,7615,12892,192,271,1240,2219,123953,222614,9879,23672,1583,2837,8017,13520,347,543,129957,238105,111289,199801,9203,22228,681,1177,7530,12757,165,243,1089,1899,112222,201357,9433,22708,1300,2302,7887,13317,300,482,12453,22663,11602,20979,379,832,209,369,85,135,27,28,151,320,11731,21257,446,964,283,535,130,203,47,61
R,7,2022,92,351093,120246,230847,103591,195387,7859,19737,766,1413,6718,12047,172,261,1140,2002,104554,197076,8117,20281,1383,2561,7117,12633,320,507,109660,210649,93720,176639,7534,19064,570,1067,6665,11917,161,226,1010,1736,94570,178094,7747,19485,1113,2090,7029,12437,296,448,10586,20198,9871,18748,325,673,196,346,53,130,11,35,130,266,9984,18982,370,796,270,471,88,196,24,59
R,7,2022,93,289817,96707,193110,83110,163116,6339,16736,649,1081,5576,10332,146,219,887,1626,83856,164466,6557,17192,1173,2021,5847,10780,251,427,88016,176399,75045,147588,6062,16174,493,825,5523,10225,128,190,765,1397,75695,148746,6231,16537,955,1647,5755,10617,215,363,8691,16711,8065,15528,277,562,156,256,53,107,18,29,122,229,8161,15720,326,655,218,374,92,163,36,64
