stateFIPS,state,census_region,census_division,COVIDDeaths,deaths,suppressed,expDeathsMean,expDeathsLow,expDeathsMed,expDeathsUp,excDeathsMean,excDeathsLow,excDeathsMed,excDeathsUp,probPositiveExcess,relExcDeathsMean,relExcDeathsLow,relExcDeathsMed,relExcDeathsUp,ratioMean,ratioLow,ratioMed,ratioUp,probPositiveNCExcess
45,South Carolina,South,South Atlantic,19517,142640,0,117690.639,116146.7,117751.5,119159.20000000001,24949.361,23480.8,24888.5,26493.3,1,0.2121196390297268,0.19705402887508544,0.21136461108836718,0.22810204688178728,1.2783399600348415,1.2030947379207868,1.2752216016805862,1.357447353589179,1
46,South Dakota,North Central,West North Central,2958,21472,0,18675.127,18376.9,18674,18993.3,2796.873,2478.7,2798,3095.1,1,0.14996787604477949,0.13050391707634149,0.14983399378815465,0.1684234014291065,0.9455283975659229,0.8379648411088574,0.9459093982420554,1.0463488843813389,0.253
47,Tennessee,South,East South Central,26098,196965,0,165590.762,163464.8,165618.5,167744.7,31374.238,29220.3,31346.5,33500.200000000004,1,0.1895989360222033,0.1741950716229395,0.18926931473111513,0.20493831089417214,1.2021702046133804,1.1196375201164839,1.2011073645490076,1.2836309295731472,0.998
48,Texas,South,West South Central,96618,591085,0,476650.6,470613,476782,482627.9,114434.4,108457.1,114303,120472,1,0.24021070919243748,0.22472198633222645,0.23973849686104107,0.25598953038864525,1.1844004222815625,1.122535138380012,1.1830404272495807,1.2468898134923099,1
49,Utah,West,Mountain,5093,49491,0,43535.239,42896.9,43559.5,44167.100000000006,5955.761,5323.9,5931.5,6594.1,1,0.1369590553086773,0.12053994947106104,0.13617006638094548,0.1537197327177631,1.169401335165914,1.0453367366974278,1.1646377380718633,1.2947378755154133,0.961
50,Vermont,Northeast,New England,770,15117,0,14031.319,13773.9,14035,14288,1085.681,829,1082,1343.1,1,0.07758656936712352,0.05802071668533035,0.07709298183113644,0.09751050952683385,1.4099753246753246,1.0766233766233766,1.405194805194805,1.7442857142857144,0.945
51,Virginia,South,South Atlantic,21251,191738,0,160903.122,158753.5,160928,162989.69999999998,30834.878,28748.3,30810,32984.5,1,0.19177199575975376,0.17638108535516034,0.19145207909804918,0.20777179985320088,1.4509848007152604,1.3527975154110397,1.449814126394052,1.5521387228836292,1
53,Washington,West,Pacific,13227,150658,0,135912.81,134159.3,135891,137656.3,14745.19,13001.7,14767,16498.7,1,0.10861348738683464,0.09445045382187285,0.1086679766000582,0.1229784296497923,1.114779617449157,0.9829666591063734,1.1164285174264763,1.247350117184547,0.856
54,West Virginia,South,South Atlantic,7711,62601,0,51482.162,50747.9,51487.5,52212,11118.838,10389,11113.5,11853.099999999999,1,0.2161325806826924,0.1989772466099747,0.21584850703381617,0.23356828562734094,1.441945013616911,1.347296070548567,1.4412527558033976,1.5371676825314484,1
55,Wisconsin,North Central,East North Central,15510,138758,0,122763.287,121058.6,122829,124392.59999999999,15994.713,14365.4,15929,17699.4,1,0.13042080823215163,0.11548436184349725,0.12968435822801494,0.14620522634190836,1.0312516441005803,0.9262024500322372,1.0270148291424888,1.1411605415860735,0.652
56,Wyoming,West,Mountain,1974,14064,0,10932.52,10718.9,10928.5,11152.1,3131.48,2911.9,3135.5,3345.1000000000004,1,0.28674976003551345,0.26110777433637594,0.28691037465702696,0.31207493409001924,1.5863627152988855,1.4751266464032422,1.5883991894630194,1.694579533941236,1
00,United States,United States,United States,1046374,7774273,1,6588346.502,6507189,6589231,6669377.399999999,1185926.498,1104895.6,1185042,1267084,1,0.18012260597666668,0.16566697815005216,0.1798452658290148,0.19472064156400504,1.1333677040905068,1.0559279951527847,1.1325224059466308,1.2109284060957173,0.985
